berita,label
"Sebanyak 34 anggota polisi dimintai keterangan di Ditreskrimum Polda Jawa Timur terkait  Tragedi Kanjuruhan Malang hari ini, Senin (17/10).",0
"Selebritas Nikita Mirzani, tak terlihat ikut bersama pengacaranya, Fahmi Bachmid, di Mapolresta Serang Kota, Banten, Senin (17/10).",0
Wakil Gubernur Jawa Timur Emil Dardak membantah tudingan Sekjen DPP PDIP Hasto Kristiyanto yang menyebut komunikasinya kurang baik dengan para kepala daerah PDIP di Jatim.,0
"Dua orang warga yang merupakan kakak dan adik terseret banjir di rumahnya di Banjar Dinas Santi, Desa Selat, Kabupaten Karangasem, Bali, Senin (17/10).",0
"Banjir bandang yang menerjang jembatan Biluh Poh di Kecamatan Mendoyo, Kabupaten Jembarana, Bali, mengakibatkan jalur utama Gilimanuk- Denpasar, Bali, tidak bisa dilewati dan saat ini ditutup.",0
"Tim gabungan telah menemukan satu korban yang tertimbun tanah longsor di Kabupaten Jeneponto, Sulawesi Selatan. Dengan demikian, total tiga korban jiwa yang tertimbun sudah ditemukan semuanya.",0
Sekjen PDIP Hasto Kristiyanto menyebut Wakil Gubernur Jawa Timur Emil Dardak memiliki hubungan kurang baik dengan kepala daerah lainnya yang merupakan kader PDIP.,0
Dewan Pimpinan Wilayah Partai Persatuan Pembangunan (PPP) dan Partai Amanat Nasional (PAN) Nusa Tenggara Timur mendeklarasikan Ganjar Pranowo sebagai calon presiden 2024. Deklarasi tersebut berlangsung Minggu (16/10).,0
Kepala Dinas Kesehatan Provinsi Bali I Nyoman Gede Anom mengungkapkan 11 pasien gagal ginjal misterius dan akut yang meninggal di Bali mendapatkan penanganan yang terlambat.,0
Wali Kota Bandung Yana Mulyana berharap ibu kota Jawa Barat tetap berada di Kota Bandung.Hal tersebut ia lontarkan menanggapi wacana pemindahan ibu kota Jawa Barat.,0
"Sebuah video yang menampilkan seorang Warga Negara Asing (WNA) tergulung ombak yang dipenuhi sampah saat berselancar atau surfing di Pantai Batu Bolong, Canggu, Kecamatan Kuta Utara, Kabupaten Badung, Bali, viral di media sosial.",0
"Sebanyak 11 orang pasien anak di Rumah Sakit Umum Pusat (RSUP) Prof Ngoerah, Denpasar, Bali, yang mengidap penyakit gagal ginjal misterius dan akut atau Acute Kidney Injury (AKI) meninggal dunia.",0
"Irjen Pol Teddy Minahasa dikabarkan ditangkap terkait kasus narkoba. Padahal belum sepekan dia ditetapkan menjadi Kapolda Jawa Timur (Jatim), dan dijadwalkan serah terima jabatan (Sertijab) pekan depan.",0
"Eks Pangdam Cenderawasih Mayjen TNI (Purn) Fransen Goncang membeberkan perihal peluru tajam dalam kesaksiannya di sidang kasus HAM Paniai Papua yang digelar di Pengadilan Negeri Makassar, Sulawesi Selatan, Kamis (14/10).",0
"Suporter Arema FC atau Aremania menyatakan Ade Armando seharusnya bisa mempertanggungjawabkan pernyataannya dan tak takut datang ke Malang, Jawa Timur, bila dipanggil polisi untuk diperiksa.",0
"Kapolri Jenderal Pol Listyo Sigit Prabowo menyinggung perihal upaya melakukan penguatan struktur organisasi Detasemen Khusus (Densus) 88 Antiteror Polri saat berbicara dalam peringatan dua dekade Tragedi Bom Bali, Rabu (12/10) malam.",0
"Kabid Dokkes Polda Jatim, Kombes Pol dr Erwinn Zainul Hakim mengatakan saat ini sudah ada dua jenazah korban Tragedi Kanjuruhan, yang keluarganya mengajukan proses autopsi.",0
"Pengurus Wilayah Nahdlatul Ulama (PWNU) Jawa Timur memprotes keras penyelenggaraan 'Surabaya Islamic Festival' yang digelar oleh Hijrahfest, di Jatim Expo, Surabaya, 14-16 Oktober 2022.",0
"Mantan Wakapolri Komjen (Purn) Ari Dono Sukamto jadi saksi dalam persidangan kasus pelanggaran Hak Asasi Manusia (HAM) di Paniai, Papua, yang digelar di Pengadilan Negeri (PN) Makassar, Kamis (13/10).",0
"Jumlah korban Tragedi Kanjuruhan, Malang, Jawa Timur, terus bertambah. Kini korban luka dan tewas menjadi total menjadi 754 orang, per Kamis (13/10).",0
"Sekolah Menengah Pertama (SMP) 16 Ambon, Sekolah Dasar (SD) Inpres 54 dan Sekolah Dasar (SD) Inpres 55 Ambon, Desa Nania, Kecamatan Baguala, Kota Ambon, Maluku disegel. Kamis (13/10).",0
"Polisi militer dari Pomdam IV Diponegoro telah memeriksa dua prajurit TNI sebagai saksi terkait kasus pembunuhan aparatur sipil negara (ASN) Pemkot Semarang, Iwan Budi Prasetyo yang juga saksi dugaan korupsi.",0
"Sidang lanjutan kasus pelanggaran Hak Asasi Manusia (HAM) berat di Paniai Papua kembali berlangsung di PN Makassar, Sulawesi Selatan, Rabu (12/10).",0
"Tiga anggota polisi dari Polrestabes Medan dipecat usai terlibat dalam aksi perampokan sepeda motor milik warga. Pemecatan tersebut berdasarkan hasil sidang etik Propam Polda Sumut, Selasa (11/10).",0
"Sumur minyak tradisional yang berada di Desa Seuneubok Lapang, Kecamatan Peurelak Timur, Kabupaten Aceh Timur, Aceh kembali meledak dan menelan korban jiwa.",0
"Dua anak laki-laki berusia 12 dan 8 tahun ditemukan tewas tenggelam di bekas galian tambang di Desa Batara, Kecamatan Labakkang, Kabupaten Pangkep, Sulawesi Selatan. Diduga para korban tenggelam saat berenang di bekas galian tersebut bersama rekan-rekannya.",0
"Kantor Rektor Universitas Sultan Ageng Tirtayasa (Untirta) di Serang, Banten, digeledah Komisi Pemberantasan Korupsi (KPK) beberapa waktu lalu.",0
"Uji coba Damri rute Kupang, Nusa Tenggara Timur menuju Dili, Timor Leste, melalui Pos Lintas Batas Negara (PLBN) mulai dilakukan.",0
Kapolri Jenderal Pol Listyo Sigit Prabowo memerintahkan jajarannya di kepolisian untuk memperketat pengamanan saat Konferensi Tingkat Tinggi (KTT) G20 digelar di Indonesia.,0
Polda Sumatera Utara menetapkan 14 orang sebagai tersangka dari 15 orang yang ditangkap terkait judi online beromzet miliaran Rupiah jaringan Apin BK.,0
"Suprapti Fauzi, penjual dawet gadungan di Kanjuruhan yang mendiskreditkan suporter Arema FC, rupanya merupakan kader Partai Solidaritas Indonesia (PSI).",0
"Tersangka Tragedi Kanjuruhan, Direktur Utama PT Liga Indonesia Baru (LIB) Akhmad Hadian Lukita telah diperiksa penyidik selama 12 jam. Namun demikian ia tak ditahan oleh pihak kepolisian.",0
"Salah satu tersangka Tragedi Kanjuruhan, Ketua Panpel Arema FC Abdul Haris, mengungkap penjualan tiket pertandingan laga Arema vs Persebaya sebanyak 42.516 adalah arahan dan sepengetahuan Kapolres Malang AKBP Ferli Hidayat.",0
"Seorang penumpang Turkish Airlines rute Istanbul - Jakarta, Muhammad Jhons Jaiz Boudewijn mengalami luka-luka usai dikeroyok penumpang di dalam pesawat. Pria asal Indonesia itu mabuk dan menyerang kru pesawat sehingga menyulut emosi penumpang lainnya.",0
"Panglima TNI Jenderal Andika Perkasa enggan membeberkan rencana ke depan termasuk terjun ke politik, jelang memasuki masa pensiun. Andika memasuki masa pensiun sekitar dua bulan lagi.",0
"Direktur Utama PT Liga Indonesia Baru Akhmad Hadian Lukita yang menjadi salah satu tersangka kasus Tragedi Kanjuruhan, tiba di Mapolda Jatim, Surabaya untuk menjalani pemeriksaan lanjutan, Rabu (12/10).",0
Polda Jawa Barat menyelidiki kasus 10 pembuat konten Youtube atau Youtuber yang dilaporkan karena membuat konten video horor di sebuah rumah kosong di Kota Bandung namun tanpa izin dari pemilik bangunan.,0
"Direktur Utama PT Liga Indonesia Baru (LIB), Akhmad Hadian Lukita dan tiga anggota Polri yang jadi tersangka Tragedi Kanjuruhan, akan diperiksa di Mapolda Jatim, Rabu (12/10).",0
Pemerintah Provinsi Sulawesi Selatan menyiapkan anggaran Rp15 miliar untuk mengantisipasi dampak dari lonjakan inflasi. ,0
Petugas mengevakuasi perempuan hamil yang terjebak kemacetan karena longsor di Jalan Poros Majene-Mamuju. Saat itu hujan deras mengguyur Sulawesi Barat.,0
"Dua tersangka Tragedi Kanjuruhan, Ketua Panpel Arema FC Abdul Haris dan Security Officer Suko Sutrisno, telah menjalani pemeriksaan selama 12 jam di Mapolda Jatim, Surabaya, Selasa (11/10). Namun keduanya tak ditahan.",0
"Tiga anggota Polri yang menjadi tersangka dalam tragedi Kanjuruhan, Malang, meminta pemeriksaan mereka di Polda Jawa Timur. Sebab, mereka mengatakan belum didampingi pengacara.",0
"Seorang guru Sekolah Dasar (SD) di Kabupaten Way Kanan, Lampung, diduga mencabuli lima siswi kelas III. Guru berinisial DR (56) itu juga diduga memfoto alat vital para korbannya tersebut.",0
"Proyek pembangunan jalur sejajar Berastagi-Medan di Kecamatan Kutalimbari, Deliserdang, Sumatra Utara terus dikebut demi menunjang pertumbuhan ekonomi wilayah tersebut, termasuk sektor pariwisata.",0
"Pegiat media sosial yang juga dosen Universitas Indonesia (UI) Ade Armando dilaporkan ke polisi oleh superter Arema FC, Aremania buntut pernyataannya perihal Tragedi Kanjuruhan.",0
Universitas Gadjah Mada (UGM) menegaskan klarifikasi mereka soal tudingan ijazah palsu Presiden Joko Widodo tidak dilatarbelakangi alasan Jokowi berstatus presiden.,0
"Korban tewas Tragedi Kanjuruhan Malang, Jawa Timur, yang terjadi pada Sabtu malam (1/10) lalu bertambah satu orang pada Selasa (11/10).",0
"Seorang suporter Arema FC, Helen Pricela meninggal dunia setelah 10 hari dirawat di RSUD dr Saiful Anwar, Malang, Jawa Timur. Helen merupakan korban meninggal dunia terbaru terkait tragedi di Stadion Kanjuruhan.",0
Universitas Gadjah Mada (UGM) mementahkan soal dugaan ijazah palsu Presiden Joko Widodo (Jokowi).,0
"Polres Pidie, Aceh mulai melakukan penyidikan terkait kasus dukun inisial BT (48) yang dijuluki pesulap hijau, terkait dugaan pencabulan terhadap pasien dengan modus pengobatan alternatif.",0
"Pemerintah Kota (Pemkot) Bandung, Jawa Barat, memproses secara hukum serta menegur seorang kepala sekolah yang diduga terlibat politik praktis.

Wali Kota Bandung Yana Mulyana menegaskan ada regulasi yang melarang aparatur sipil negara (ASN) terlibat dalam kegiatan partai politik. Dia pun menyesalkan sikap kepala sekolah itu yang diduga terlibat politik.

""Ini sedang berproses, udah dimintai keterangan, membuat surat pernyataan,"" kata Yana di Bandung, Jawa Barat, Senin (10/10) seperti dikutip dari Antara.",0
Polda Sumatera Utara menangkap 15 orang yang diduga terlibat dalam jaringan judi online beromzet miliaran rupiah milik Apin BK yang disebut-sebut termasuk jaringan Konsorsium 303.,0
Sekjen PDIP Hasto Kristiyanto mengatakan Partai NasDem perlu menjawab pertanyaan dari masyarakat mengenai banjir yang terjadi di DKI Jakarta.,0
Personel Polda Aceh menggagalkan penyelundupan sabu seberat 179 kilo jaringan Internasional Malaysia-Aceh. Dalam peristiwa itu satu kurir atau penjemput sabu ditangkap.,0
Gubernur Jawa Barat Ridwan Kamil menyoroti prakiraan cuaca ekstrem yang melanda wilayah Jawa Barat. Ia pun meminta Badan Penanggulangan Bencana Daerah (BPBD) Provinsi Jabar untuk siaga satu menanggulangi potensi bencana akibat cuaca ekstrem menjelang akhir tahun.,0
"Tiga personel Polrestabes Medan, Sumatera Utara, yang diduga terlibat dalam percobaan perampokan sepeda motor akhirnya ditahan.",0
"Seorang wanita di Desa Sukaoneng, Kecamatan Tambak, Pulau Bawean, Gresik, Jawa Timur, diduga kesurupan oleh warga sekitar. Sebabnya, ia tiba-tiba berdiri di atap rumah warga pada Minggu (9/10) dini hari sambil tertawa terbahak-bahak.",0
"Pengacara Moch Subchi Atsal Tsani (MSAT) alias Bechi, I Gede Pasek Suardika, menilai tuntutan jaksa terhadap kliennya kejam. Bechi, anak kiai Jombang, yang jadi terdakwa kasus pencabulan dan pemerkosaan terhadap santri itu dituntut 16 tahun penjara.",0
"Sekretaris Badan Penanggulangan Bencana Daerah (BPBD) Jember Heru Widagdo mengatakan atap Sekolah Dasar Negeri (SDN) Gelang 7 di Desa Gelang, Kabupaten Jember, Jawa Timur ambruk.",0
"Video pemilihan Nyong dan Nona Alor 2022, Nusa Tenggara Timur (NTT), viral di media sosial, Sabtu (8/10). Pasalnya, salah satu pasangan peserta audisi menyebut stunting sebagai ""spot wisata"".",0
"Seorang pria mahasiswa Universitas Gadjah Mada (UGM) berinisial TSR (18) diduga bunuh diri dengan melompat dari lantai 11 Hotel Porta, Bulaksumur, Sleman, DI Yogyakarta, Sabtu (8/10) sore.",0
Tersangka pembunuhan satu keluarga sempat mencium salah satu korban yang merupakan sepupunya sebelum melemparnya ke dalam septic tank.,0
Empat perjalanan kereta api tertahan cukup lama akibat penurunan tanah karena hujan deras mengguyur Cilacap sejak Jumat hingga Sabtu (8/10) dini hari.,0
"Seorang warga Denpasar Utara, I Gede Durga Wira Darma (22) tewas usai terseret arus banjir di Jembatan Sungai Jalan Bung Tomo, Denpasar Utara, Bali pada Sabtu (8/10) dini hari.",0
Wali Kota Medan Bobby Nasution bakal berkantor selama tiga bulan di kawasan Medan bagian utara untuk menangani masalah banjir.,0
Badan Meteorologi Klimatologi dan Geofisika (BMKG) Stasiun Klimatologi Jawa Barat mengungkap wilayah-wilayah di Jabar yang berpotensi dilanda hujan sedang hingga lebat yang disertai kilat atau petir dan angin kencang.,0
"Mabes Polri menyatakan sejauh ini ada 20 anggotanya yang diduga melakukan pelanggaran etik terkait proses pengamanan yang berujung Tragedi Kanjuruhan Malang, Jawa Timur.",0
"Kasus HAM Paniai Papua dilanjutkan persidangannya di Pengadilan HAM yang berlokasi di PN Makassar, Sulawesi Selatan, Kamis (6/10).",0
Gubernur Bali Wayan Koster akan menyetujui terkait permintaan Menko Marves Luhut Binsar Pandjaitan untuk menerapkan Work Form Home (WFH) dan sekolah daring saat puncak KTT G20.,0
"Polisi menangkap anggota DPRK Aceh Timur berinisial MA (52) dan rekannya di Desa Paya Demam, Kecamatan Pante Bidari, Kabupaten Aceh Timur. Mereka ditangkap saat menggunakan sabu.",0
"Bencana tanah longsor dan banjir dilaporkan melanda sejumlah wilayah Kabupaten Banyumas, Jawa Tengah akibat hujan lebat yang terjadi sejak Jumat (7/10) siang.",0
"Polisi mengakui gas air mata tak hanya ditembakkan di dalam Stadion Kanjuruhan, tetapi juga di luar stadion, pada Sabtu (1/10) malam.",0
"Polisi menyatakan bakal mengusut kerusuhan di luar Stadion Kanjuruhan, Malang, Jawa Timur, yang terjadi pada Sabtu (1/10) malam. Kepala Divisi Humas Polri Irjen Dedi Prasetyo menuturkan di luar stadion terjadi insiden perusakan hingga pembakaran usai laga Arema FC dan Persebaya.",0
"Propam Polda Maluku Utara (Malut) menahan empat anggota Polres Halmahera Utara (Halut) karena diduga melakukan penganiayaan terhadap seorang mahasiswa Universitas Halmahera (Uniera), Yulius Yatu alias Ongen.",0
"Jasad satu keluarga korban pembunuhan yang dikubur di dalam septic tank dan areal kebun singkong di Desa Marga Jaya, Kecamatan Negara Batin, Kabupaten Way Kanan, Lampung, tinggal tengkorak dan tulang belulang.",0
"Tim Jaksa Penuntut Umum (JPU) memutarkan video rekaman detik-detik terjadinya kerusuhan di Paniai, Papua, di Lapangan Karel Gobay yang terjadi 8 Desember 2014 silam di hadapan majelis hakim Pengadilan Hak Asasi Manusia (HAM), Makassar, Sulawesi Selatan, kemarin.",0
Polda Maluku Utara memproses pidana dan etik empat anggota Polres Halmahera Utara yang diduga menganiaya mahasiswa Universitas Halmahera (Uniera) beberapa waktu lalu.,0
"Kapolri Jenderal Listyo Sigit Prabowo mengumumkan enam tersangka dalam Tragedi Kanjuruhan, Malang, Jawa Timur. Mulai dari petinggi PT Liga Indonesia Baru hingga anggota kepolisian.",0
Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi (Menpan RB) Abdullah Azwar Anas menyatakan pemerintah tak berniat memindah aparatur sipil negara (ASN) ke Ibu Kota Nusantara (IKN) secara paksa.,0
"Sebuah spanduk hitam terpasang di depan gerbang SMK Negeri 2 Malang, Jawa Timur. Pesan dalam spanduk itu tertulis ""Usut Tuntas Tragedi Kanjuruhan"".",0
"Empat orang meninggal dunia dalam kecelakaan tunggal di Jalan Timor Raya KM 18, Desa Noelbaki, Kabupaten Kupang, Nusa Tenggara Timur, Kamis (6/10) sekitar pukul 03.00 Wita.",0
"Sebanyak 18.610 warga di Kabupaten Aceh Utara, Aceh, terpaksa mengungsi akibat banjir yang menggenangi rumah mereka. Mereka mengungsi di 29 titik lokasi pengungsian.",0
Polda Maluku Utara (Malut) mengusut kasus dugaan penganiayaan mahasiswa bernama Yulius Atu alias Ongen yang diduga dilakukan 4 anggota Polres Halmahera Utara.,0
"Pangdam V Brawijaya Mayjend TNI Nurchahyanto mendatangi rumah salah satu suporter Arema FC atau Aremania yang ditendang prajuritnya di Stadion Kanjuruhan, Malang, Jawa Timur.",0
"Muhammad Irsyad Aljuned (17) menjadi satu di antara 131 korban meninggal Tragedi Kanjuruhan, Malang, Jawa Timur.",0
Dewan Pengurus Wilayah (DPW) PKS Daerah Istimewa Yogyakarta (DIY) secara resmi mengusulkan nama Anies Baswedan sebagai calon presiden pada Pilpres 2024.,0
"Sidang kasus pelanggaran Hak Asasi Manusia (HAM) Paniai, Papua yang digelar di Pengadilan Negeri (PN) Makassar dilakukan selama dua kali dalam sepekan di Makassar, Sulawesi Selatan.",0
"Jumlah korban tewas terkait Tragedi Kanjuruhan, Malang, Jawa Timur, yang terjadi pada Sabtu (1/10) malam lalu masih menjadi polemik hingga tiga hari kemudian, Selasa (4/10).",0
Dewi Manise alias Reva (28) juru masak pekerja jalan Bintuni-Maybrat yang dilaporkan hilang setelah diserang Kelompok Kriminal Bersenjata (KKB) akhirnya berhasil ditemukan dalam kondisi selamat.,0
"Kapal Motor (KM) Sinar Harapan karam di sekitar perairan Pulau Ilir, Kecamatan Muara Batang Gadis, Kabupaten Mandailing Natal, Tapanuli Utara (Taput), Sumatera Utara (Sumut).",0
"Rektorat Universitas Islam Negeri (UIN) Raden Fatah Palembang, Sumatera Selatan membentuk tim investigasi untuk menyelidiki dugaan penganiayaan terhadap seorang mahasiswa.",0
"Belasan kucing di Kota Tasikmalaya, Jawa Barat, ditemukan dalam kondisi mati dan sebagian lainnya dimutilasi oleh orang tak dikenal. Pihak kepolisian turun tangan atas temuan kasus ini dan mencari pelaku sadis itu.",0
"Seorang anggota DPRD Bantul, DI Yogyakarta, Enggar Suryo Jatmiko (ESJ) ditangkap polisi karena diduga terlibat kasus penipuan dan penggelapan penerimaan calon aparatur sipil negara (ASN) entah itu CPNS maupun PPPK.",0
"Kerusakan bangunan akibat gempa bumi magnitudo 6,0 di Tapanuli Utara (Taput), Sumatera Utara (Sumut) yang terjadi pada Sabtu (1/10) dini hari terus bertambah. Tercatat 1.278 unit rumah penduduk di sembilan kecamatan mengalami kerusakan.",0
"Pos Lantas yang berada di pertigaan Jalan Sultan Alauddin-Jalan AP Pettarani dilempari bom molotov oleh sekelompok orang tak dikenal (OTK) pada Minggu (2/10) malam. Kejadian itu diduga sebagai respons atas tragedi Kanjuruhan, Malang.",0
"Kadiv Humas Polri Irjen Dedi Prasetyo menyebut kepolisian tengah mendalami setidaknya 32 kamera pengawas atau CCTV guna mengusut Tragedi Kanjuruhan yang terjadi Malang, Jawa Timur, akhir pekan lalu.",0
Kadiv Humas Polri Irjen Dedi Prasetyo menyebut kepolisian akan memeriksa sejumlah pihak untuk menginvestigasi Tragedi Kanjuruhan yang terjadi usai pertandingan Arema FC melawan Persebaya.,0
"Mabes Polri menerjunkan tim ke Malang, Jawa Timur, untuk memeriksa anggotanya terkait penggunaan gas air mata yang berujung seratusan lebih nyawa menghilang dalam Tragedi Kanjuruhan.",0
"Kebakaran Tangki penyimpanan solar sebanyak 300 KL di dalam area PT Pelindo II di Cilegon, Banten, terjadi pada Sabtu (1/10) malam. Kebakaran tangki Pelindo Cilegon itu bisa ditangani beberapa jam kemudian pada Minggu (2/10) dini hari WIB.",0
Nahdlatul Ulama Jawa Timur mendesak pencopotan kapolda Jatim dan kapolres Kabupaten Malang dari jabatannya sebagai bentuk pertanggungjawaban atas tragedi Kanjuruhan.,0
Polisi mengatakan kecelakaan tunggal yang menewaskan Sekretaris Daerah Nusa Tenggara Timur (NTT) Domun Warandoy diakibatkan mobil melaju dalam kecepatan tinggi. Domun pun kehilangan kendali sehingga menyebabkan mobil terbalik.,0
"Wali Kota Surabaya Eri Cahyadi mengaku turut prihatin atas tragedi Stadion Kanjuruhan, Malang. Eri juga menyampaikan belasungkawa kepada para korban.",0
"Korban luka akibat gempa bermagnitudo 6,0 yang mengguncang Tapanuli, Sumatera Utara, terus bertambah hingga mencapai 25 orang pada Sabtu (1/10) malam. Sementara itu, 130 rumah juga rusak.",0
"Lembaga Perlindungan Saksi dan Korban (LPSK) menerima surat permohonan perlindungan dari tiga orang saksi kasus pembunuhan ASN Pemkot Semarang Iwan Budi Prasetyo, yang jasadnya ditemukan hangus terbakar di kawasan Pantai Marina Semarang pada 8 September 2022 lalu.",0
Menteri Koperasi dan UKM (Menkop UKM) Teten Masduki mengatakan Bantuan Tunai Langsung (BLT) UMKM di Bali masih belum cair karena keterbatasan anggaran.,0
Menteri Koperasi dan UKM (Menko UKM) Teten Masduki akan mengurangi jumlah usaha mikro di Indonesia.,0
